cvegeo,cve_ent,nom_ent,nom_mun
23005,23,Quintana Roo,Benito Juárez
23006,23,Quintana Roo,José María Morelos
23007,23,Quintana Roo,Lázaro Cárdenas
23008,23,Quintana Roo,Solidaridad
23009,23,Quintana Roo,Tulum
23010,23,Quintana Roo,Bacalar
23011,23,Quintana Roo,Puerto Morelos
24001,24,San Luis Potosí,Ahualulco
24002,24,San Luis Potosí,Alaquines
24003,24,San Luis Potosí,Aquismón
24004,24,San Luis Potosí,Armadillo de los Infante
24005,24,San Luis Potosí,Cárdenas
24006,24,San Luis Potosí,Catorce
24007,24,San Luis Potosí,Cedral
24008,24,San Luis Potosí,Cerritos
24009,24,San Luis Potosí,Cerro de San Pedro
24010,24,San Luis Potosí,Ciudad del Maíz
24011,24,San Luis Potosí,Ciudad Fernández
24012,24,San Luis Potosí,Tancanhuitz
24013,24,San Luis Potosí,Ciudad Valles
24014,24,San Luis Potosí,Coxcatlán
24015,24,San Luis Potosí,Charcas
24016,24,San Luis Potosí,Ebano
24017,24,San Luis Potosí,Guadalcázar
24018,24,San Luis Potosí,Huehuetlán
24019,24,San Luis Potosí,Lagunillas
24020,24,San Luis Potosí,Matehuala
24021,24,San Luis Potosí,Mexquitic de Carmona
24022,24,San Luis Potosí,Moctezuma
24023,24,San Luis Potosí,Rayón
24024,24,San Luis Potosí,Rioverde
24025,24,San Luis Potosí,Salinas
24026,24,San Luis Potosí,San Antonio
24027,24,San Luis Potosí,San Ciro de Acosta
24028,24,San Luis Potosí,San Luis Potosí
24029,24,San Luis Potosí,San Martín Chalchicuautla
24030,24,San Luis Potosí,San Nicolás Tolentino
24031,24,San Luis Potosí,Santa Catarina
24032,24,San Luis Potosí,Santa María del Río
24033,24,San Luis Potosí,Santo Domingo
24034,24,San Luis Potosí,San Vicente Tancuayalab
24035,24,San Luis Potosí,Soledad de Graciano Sánchez
24036,24,San Luis Potosí,Tamasopo
24037,24,San Luis Potosí,Tamazunchale
24038,24,San Luis Potosí,Tampacán
24039,24,San Luis Potosí,Tampamolón Corona
24040,24,San Luis Potosí,Tamuín
24041,24,San Luis Potosí,Tanlajás
24042,24,San Luis Potosí,Tanquián de Escobedo
24043,24,San Luis Potosí,Tierra Nueva
24044,24,San Luis Potosí,Vanegas
24045,24,San Luis Potosí,Venado
24046,24,San Luis Potosí,Villa de Arriaga
24047,24,San Luis Potosí,Villa de Guadalupe
24048,24,San Luis Potosí,Villa de la Paz
24049,24,San Luis Potosí,Villa de Ramos
24050,24,San Luis Potosí,Villa de Reyes
24051,24,San Luis Potosí,Villa Hidalgo
24052,24,San Luis Potosí,Villa Juárez
24053,24,San Luis Potosí,Axtla de Terrazas
24054,24,San Luis Potosí,Xilitla
24055,24,San Luis Potosí,Zaragoza
24056,24,San Luis Potosí,Villa de Arista
24057,24,San Luis Potosí,Matlapa
24058,24,San Luis Potosí,El Naranjo
25001,25,Sinaloa,Ahome
25002,25,Sinaloa,Angostura
25003,25,Sinaloa,Badiraguato
25004,25,Sinaloa,Concordia
25005,25,Sinaloa,Cosalá
25006,25,Sinaloa,Culiacán
25007,25,Sinaloa,Choix
25008,25,Sinaloa,Elota
25009,25,Sinaloa,Escuinapa
25010,25,Sinaloa,El Fuerte
25011,25,Sinaloa,Guasave
25012,25,Sinaloa,Mazatlán
25013,25,Sinaloa,Mocorito
25014,25,Sinaloa,Rosario
25015,25,Sinaloa,Salvador Alvarado
25016,25,Sinaloa,San Ignacio
25017,25,Sinaloa,Sinaloa
25018,25,Sinaloa,Navolato
26001,26,Sonora,Aconchi
26002,26,Sonora,Agua Prieta
26003,26,Sonora,Alamos
26004,26,Sonora,Altar
26005,26,Sonora,Arivechi
26006,26,Sonora,Arizpe
26007,26,Sonora,Atil
26008,26,Sonora,Bacadéhuachi
26009,26,Sonora,Bacanora
26010,26,Sonora,Bacerac
26011,26,Sonora,Bacoachi
26012,26,Sonora,Bácum
26013,26,Sonora,Banámichi
26014,26,Sonora,Baviácora
26015,26,Sonora,Bavispe
26016,26,Sonora,Benjamín Hill
26017,26,Sonora,Caborca
26018,26,Sonora,Cajeme
26019,26,Sonora,Cananea
26020,26,Sonora,Carbó
26021,26,Sonora,La Colorada
26022,26,Sonora,Cucurpe
26023,26,Sonora,Cumpas
26024,26,Sonora,Divisaderos
26025,26,Sonora,Empalme
26026,26,Sonora,Etchojoa
26027,26,Sonora,Fronteras
26028,26,Sonora,Granados
26029,26,Sonora,Guaymas
26030,26,Sonora,Hermosillo
26031,26,Sonora,Huachinera
26032,26,Sonora,Huásabas
26033,26,Sonora,Huatabampo
26034,26,Sonora,Huépac
26035,26,Sonora,Imuris
26036,26,Sonora,Magdalena
26037,26,Sonora,Mazatán
26038,26,Sonora,Moctezuma
26039,26,Sonora,Naco
26040,26,Sonora,Nácori Chico
26041,26,Sonora,Nacozari de García
26042,26,Sonora,Navojoa
26043,26,Sonora,Nogales
26044,26,Sonora,Onavas
26045,26,Sonora,Opodepe
26046,26,Sonora,Oquitoa
26047,26,Sonora,Pitiquito
26048,26,Sonora,Puerto Peñasco
26049,26,Sonora,Quiriego
26050,26,Sonora,Rayón
26051,26,Sonora,Rosario
26052,26,Sonora,Sahuaripa
26053,26,Sonora,San Felipe de Jesús
26054,26,Sonora,San Javier
26055,26,Sonora,San Luis Río Colorado
26056,26,Sonora,San Miguel de Horcasitas
26057,26,Sonora,San Pedro de la Cueva
26058,26,Sonora,Santa Ana
26059,26,Sonora,Santa Cruz
26060,26,Sonora,Sáric
26061,26,Sonora,Soyopa
26062,26,Sonora,Suaqui Grande
26063,26,Sonora,Tepache
26064,26,Sonora,Trincheras
26065,26,Sonora,Tubutama
26066,26,Sonora,Ures
26067,26,Sonora,Villa Hidalgo
26068,26,Sonora,Villa Pesqueira
26069,26,Sonora,Yécora
26070,26,Sonora,General Plutarco Elías Calles
26071,26,Sonora,Benito Juárez
26072,26,Sonora,San Ignacio Río Muerto
27001,27,Tabasco,Balancán
27002,27,Tabasco,Cárdenas
27003,27,Tabasco,Centla
27004,27,Tabasco,Centro
27005,27,Tabasco,Comalcalco
27006,27,Tabasco,Cunduacán
27007,27,Tabasco,Emiliano Zapata
27008,27,Tabasco,Huimanguillo
27009,27,Tabasco,Jalapa
27010,27,Tabasco,Jalpa de Méndez
27011,27,Tabasco,Jonuta
27012,27,Tabasco,Macuspana
27013,27,Tabasco,Nacajuca
27014,27,Tabasco,Paraíso
27015,27,Tabasco,Tacotalpa
27016,27,Tabasco,Teapa
27017,27,Tabasco,Tenosique
28001,28,Tamaulipas,Abasolo
28002,28,Tamaulipas,Aldama
28003,28,Tamaulipas,Altamira
28004,28,Tamaulipas,Antiguo Morelos
28005,28,Tamaulipas,Burgos
28006,28,Tamaulipas,Bustamante
28007,28,Tamaulipas,Camargo
28008,28,Tamaulipas,Casas
28009,28,Tamaulipas,Ciudad Madero
28010,28,Tamaulipas,Cruillas
28011,28,Tamaulipas,Gómez Farías
28012,28,Tamaulipas,González
28013,28,Tamaulipas,Güémez
28014,28,Tamaulipas,Guerrero
28015,28,Tamaulipas,Gustavo Díaz Ordaz
28016,28,Tamaulipas,Hidalgo
28017,28,Tamaulipas,Jaumave
28018,28,Tamaulipas,Jiménez
28019,28,Tamaulipas,Llera
28020,28,Tamaulipas,Mainero
28021,28,Tamaulipas,El Mante
28022,28,Tamaulipas,Matamoros
28023,28,Tamaulipas,Méndez
28024,28,Tamaulipas,Mier
28025,28,Tamaulipas,Miguel Alemán
28026,28,Tamaulipas,Miquihuana
28027,28,Tamaulipas,Nuevo Laredo
28028,28,Tamaulipas,Nuevo Morelos
28029,28,Tamaulipas,Ocampo
28030,28,Tamaulipas,Padilla
28031,28,Tamaulipas,Palmillas
28032,28,Tamaulipas,Reynosa
28033,28,Tamaulipas,Río Bravo
28034,28,Tamaulipas,San Carlos
28035,28,Tamaulipas,San Fernando
28036,28,Tamaulipas,San Nicolás
28037,28,Tamaulipas,Soto la Marina
28038,28,Tamaulipas,Tampico
28039,28,Tamaulipas,Tula
28040,28,Tamaulipas,Valle Hermoso
28041,28,Tamaulipas,Victoria
28042,28,Tamaulipas,Villagrán
28043,28,Tamaulipas,Xicoténcatl
29001,29,Tlaxcala,Amaxac de Guerrero
29002,29,Tlaxcala,Apetatitlán de Antonio Carvajal
29003,29,Tlaxcala,Atlangatepec
29004,29,Tlaxcala,Atltzayanca
29005,29,Tlaxcala,Apizaco
29006,29,Tlaxcala,Calpulalpan
29007,29,Tlaxcala,El Carmen Tequexquitla
29008,29,Tlaxcala,Cuapiaxtla
29009,29,Tlaxcala,Cuaxomulco
29010,29,Tlaxcala,Chiautempan
29011,29,Tlaxcala,Muñoz de Domingo Arenas
29012,29,Tlaxcala,Españita
29013,29,Tlaxcala,Huamantla
29014,29,Tlaxcala,Hueyotlipan
29015,29,Tlaxcala,Ixtacuixtla de Mariano Matamoros
29016,29,Tlaxcala,Ixtenco
29017,29,Tlaxcala,Mazatecochco de José María Morelos
29018,29,Tlaxcala,Contla de Juan Cuamatzi
29019,29,Tlaxcala,Tepetitla de Lardizábal
29020,29,Tlaxcala,Sanctórum de Lázaro Cárdenas
29021,29,Tlaxcala,Nanacamilpa de Mariano Arista
29022,29,Tlaxcala,Acuamanala de Miguel Hidalgo
29023,29,Tlaxcala,Natívitas
29024,29,Tlaxcala,Panotla
29025,29,Tlaxcala,San Pablo del Monte
29026,29,Tlaxcala,Santa Cruz Tlaxcala
29027,29,Tlaxcala,Tenancingo
29028,29,Tlaxcala,Teolocholco
29029,29,Tlaxcala,Tepeyanco
29030,29,Tlaxcala,Terrenate
29031,29,Tlaxcala,Tetla de la Solidaridad
29032,29,Tlaxcala,Tetlatlahuca
29033,29,Tlaxcala,Tlaxcala
29034,29,Tlaxcala,Tlaxco
29035,29,Tlaxcala,Tocatlán
29036,29,Tlaxcala,Totolac
29037,29,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos
29038,29,Tlaxcala,Tzompantepec
29039,29,Tlaxcala,Xaloztoc
29040,29,Tlaxcala,Xaltocan
29041,29,Tlaxcala,Papalotla de Xicohténcatl
29042,29,Tlaxcala,Xicohtzinco
29043,29,Tlaxcala,Yauhquemehcan
29044,29,Tlaxcala,Zacatelco
29045,29,Tlaxcala,Benito Juárez
29046,29,Tlaxcala,Emiliano Zapata
29047,29,Tlaxcala,Lázaro Cárdenas
29048,29,Tlaxcala,La Magdalena Tlaltelulco
29049,29,Tlaxcala,San Damián Texóloc
29050,29,Tlaxcala,San Francisco Tetlanohcan
29051,29,Tlaxcala,San Jerónimo Zacualpan
29052,29,Tlaxcala,San José Teacalco
29053,29,Tlaxcala,San Juan Huactzinco
29054,29,Tlaxcala,San Lorenzo Axocomanitla
29055,29,Tlaxcala,San Lucas Tecopilco
29056,29,Tlaxcala,Santa Ana Nopalucan
29057,29,Tlaxcala,Santa Apolonia Teacalco
29058,29,Tlaxcala,Santa Catarina Ayometla
29059,29,Tlaxcala,Santa Cruz Quilehtla
29060,29,Tlaxcala,Santa Isabel Xiloxoxtla
30001,30,Veracruz,Acajete
30002,30,Veracruz,Acatlán
30003,30,Veracruz,Acayucan
30004,30,Veracruz,Actopan
30005,30,Veracruz,Acula
30006,30,Veracruz,Acultzingo
30007,30,Veracruz,Camarón de Tejeda
30008,30,Veracruz,Alpatláhuac
30009,30,Veracruz,Alto Lucero de Gutiérrez Barrios
30010,30,Veracruz,Altotonga
30011,30,Veracruz,Alvarado
30012,30,Veracruz,Amatitlán
30013,30,Veracruz,Naranjos Amatlán
30014,30,Veracruz,Amatlán de los Reyes
30015,30,Veracruz,Angel R. Cabada
30016,30,Veracruz,La Antigua
30017,30,Veracruz,Apazapan
30018,30,Veracruz,Aquila
30019,30,Veracruz,Astacinga
30020,30,Veracruz,Atlahuilco
30021,30,Veracruz,Atoyac
30022,30,Veracruz,Atzacan
30023,30,Veracruz,Atzalan
30024,30,Veracruz,Tlaltetela
30025,30,Veracruz,Ayahualulco
30026,30,Veracruz,Banderilla
30027,30,Veracruz,Benito Juárez
30028,30,Veracruz,Boca del Río
30029,30,Veracruz,Calcahualco
30030,30,Veracruz,Camerino Z. Mendoza
30031,30,Veracruz,Carrillo Puerto
30032,30,Veracruz,Catemaco
30033,30,Veracruz,Cazones de Herrera
30034,30,Veracruz,Cerro Azul
30035,30,Veracruz,Citlaltépetl
30036,30,Veracruz,Coacoatzintla
30037,30,Veracruz,Coahuitlán
30038,30,Veracruz,Coatepec
30039,30,Veracruz,Coatzacoalcos
30040,30,Veracruz,Coatzintla
30041,30,Veracruz,Coetzala
30042,30,Veracruz,Colipa
30043,30,Veracruz,Comapa
30044,30,Veracruz,Córdoba
30045,30,Veracruz,Cosamaloapan de Carpio
30046,30,Veracruz,Cosautlán de Carvajal
30047,30,Veracruz,Coscomatepec
30048,30,Veracruz,Cosoleacaque
30049,30,Veracruz,Cotaxtla
30050,30,Veracruz,Coxquihui
30051,30,Veracruz,Coyutla
30052,30,Veracruz,Cuichapa
30053,30,Veracruz,Cuitláhuac
30054,30,Veracruz,Chacaltianguis
30055,30,Veracruz,Chalma
30056,30,Veracruz,Chiconamel
30057,30,Veracruz,Chiconquiaco
30058,30,Veracruz,Chicontepec
30059,30,Veracruz,Chinameca
30060,30,Veracruz,Chinampa de Gorostiza
30061,30,Veracruz,Las Choapas
30062,30,Veracruz,Chocamán
30063,30,Veracruz,Chontla
30064,30,Veracruz,Chumatlán
30065,30,Veracruz,Emiliano Zapata
30066,30,Veracruz,Espinal
30067,30,Veracruz,Filomeno Mata
30068,30,Veracruz,Fortín
30069,30,Veracruz,Gutiérrez Zamora
30070,30,Veracruz,Hidalgotitlán
30071,30,Veracruz,Huatusco
30072,30,Veracruz,Huayacocotla
30073,30,Veracruz,Hueyapan de Ocampo
30074,30,Veracruz,Huiloapan de Cuauhtémoc
30075,30,Veracruz,Ignacio de la Llave
30076,30,Veracruz,Ilamatlán
30077,30,Veracruz,Isla
30078,30,Veracruz,Ixcatepec
30079,30,Veracruz,Ixhuacán de los Reyes
30080,30,Veracruz,Ixhuatlán del Café
30081,30,Veracruz,Ixhuatlancillo
30082,30,Veracruz,Ixhuatlán del Sureste
30083,30,Veracruz,Ixhuatlán de Madero
30084,30,Veracruz,Ixmatlahuacan
30085,30,Veracruz,Ixtaczoquitlán
30086,30,Veracruz,Jalacingo
30087,30,Veracruz,Xalapa
30088,30,Veracruz,Jalcomulco
30089,30,Veracruz,Jáltipan
30090,30,Veracruz,Jamapa
30091,30,Veracruz,Jesús Carranza
30092,30,Veracruz,Xico
30093,30,Veracruz,Jilotepec
30094,30,Veracruz,Juan Rodríguez Clara
30095,30,Veracruz,Juchique de Ferrer
30096,30,Veracruz,Landero y Coss
30097,30,Veracruz,Lerdo de Tejada
30098,30,Veracruz,Magdalena
30099,30,Veracruz,Maltrata
30100,30,Veracruz,Manlio Fabio Altamirano
30101,30,Veracruz,Mariano Escobedo
30102,30,Veracruz,Martínez de la Torre
30103,30,Veracruz,Mecatlán
30104,30,Veracruz,Mecayapan
30105,30,Veracruz,Medellín de Bravo
30106,30,Veracruz,Miahuatlán
30107,30,Veracruz,Las Minas
30108,30,Veracruz,Minatitlán
30109,30,Veracruz,Misantla
30110,30,Veracruz,Mixtla de Altamirano
30111,30,Veracruz,Moloacán
30112,30,Veracruz,Naolinco
30113,30,Veracruz,Naranjal
30114,30,Veracruz,Nautla
30115,30,Veracruz,Nogales
30116,30,Veracruz,Oluta
30117,30,Veracruz,Omealca
30118,30,Veracruz,Orizaba
30119,30,Veracruz,Otatitlán
30120,30,Veracruz,Oteapan
30121,30,Veracruz,Ozuluama de Mascareñas
30122,30,Veracruz,Pajapan
30123,30,Veracruz,Pánuco
30124,30,Veracruz,Papantla
30125,30,Veracruz,Paso del Macho
30126,30,Veracruz,Paso de Ovejas
30127,30,Veracruz,La Perla
30128,30,Veracruz,Perote
30129,30,Veracruz,Platón Sánchez
30130,30,Veracruz,Playa Vicente
30131,30,Veracruz,Poza Rica de Hidalgo
30132,30,Veracruz,Las Vigas de Ramírez
30133,30,Veracruz,Pueblo Viejo
30134,30,Veracruz,Puente Nacional
30135,30,Veracruz,Rafael Delgado
30136,30,Veracruz,Rafael Lucio
30137,30,Veracruz,Los Reyes
30138,30,Veracruz,Río Blanco
30139,30,Veracruz,Saltabarranca
30140,30,Veracruz,San Andrés Tenejapan
30141,30,Veracruz,San Andrés Tuxtla
30142,30,Veracruz,San Juan Evangelista
30143,30,Veracruz,Santiago Tuxtla
30144,30,Veracruz,Sayula de Alemán
30145,30,Veracruz,Soconusco
30146,30,Veracruz,Sochiapa
30147,30,Veracruz,Soledad Atzompa
30148,30,Veracruz,Soledad de Doblado
30149,30,Veracruz,Soteapan
30150,30,Veracruz,Tamalín
30151,30,Veracruz,Tamiahua
30152,30,Veracruz,Tampico Alto
30153,30,Veracruz,Tancoco
30154,30,Veracruz,Tantima
30155,30,Veracruz,Tantoyuca
30156,30,Veracruz,Tatatila
30157,30,Veracruz,Castillo de Teayo
30158,30,Veracruz,Tecolutla
30159,30,Veracruz,Tehuipango
30160,30,Veracruz,Álamo Temapache
30161,30,Veracruz,Tempoal
30162,30,Veracruz,Tenampa
30163,30,Veracruz,Tenochtitlán
30164,30,Veracruz,Teocelo
30165,30,Veracruz,Tepatlaxco
30166,30,Veracruz,Tepetlán
30167,30,Veracruz,Tepetzintla
30168,30,Veracruz,Tequila
30169,30,Veracruz,José Azueta
30170,30,Veracruz,Texcatepec
30171,30,Veracruz,Texhuacán
30172,30,Veracruz,Texistepec
30173,30,Veracruz,Tezonapa
30174,30,Veracruz,Tierra Blanca
30175,30,Veracruz,Tihuatlán
30176,30,Veracruz,Tlacojalpan
30177,30,Veracruz,Tlacolulan
30178,30,Veracruz,Tlacotalpan
30179,30,Veracruz,Tlacotepec de Mejía
30180,30,Veracruz,Tlachichilco
30181,30,Veracruz,Tlalixcoyan
30182,30,Veracruz,Tlalnelhuayocan
30183,30,Veracruz,Tlapacoyan
30184,30,Veracruz,Tlaquilpa
30185,30,Veracruz,Tlilapan
30186,30,Veracruz,Tomatlán
30187,30,Veracruz,Tonayán
30188,30,Veracruz,Totutla
30189,30,Veracruz,Tuxpan
30190,30,Veracruz,Tuxtilla
30191,30,Veracruz,Ursulo Galván
30192,30,Veracruz,Vega de Alatorre
30193,30,Veracruz,Veracruz
30194,30,Veracruz,Villa Aldama
30195,30,Veracruz,Xoxocotla
30196,30,Veracruz,Yanga
30197,30,Veracruz,Yecuatla
30198,30,Veracruz,Zacualpan
30199,30,Veracruz,Zaragoza
30200,30,Veracruz,Zentla
30201,30,Veracruz,Zongolica
30202,30,Veracruz,Zontecomatlán de López y Fuentes
30203,30,Veracruz,Zozocolco de Hidalgo
30204,30,Veracruz,Agua Dulce
30205,30,Veracruz,El Higo
30206,30,Veracruz,Nanchital de Lázaro Cárdenas del Río
30207,30,Veracruz,Tres Valles
30208,30,Veracruz,Carlos A. Carrillo
30209,30,Veracruz,Tatahuicapan de Juárez
30210,30,Veracruz,Uxpanapa
30211,30,Veracruz,San Rafael
30212,30,Veracruz,Santiago Sochiapan
31001,31,Yucatán,Abalá
31002,31,Yucatán,Acanceh
31003,31,Yucatán,Akil
31004,31,Yucatán,Baca
31005,31,Yucatán,Bokobá
31006,31,Yucatán,Buctzotz
31007,31,Yucatán,Cacalchén
31008,31,Yucatán,Calotmul
31009,31,Yucatán,Cansahcab
31010,31,Yucatán,Cantamayec
31011,31,Yucatán,Celestún
31012,31,Yucatán,Cenotillo
31013,31,Yucatán,Conkal
31014,31,Yucatán,Cuncunul
31015,31,Yucatán,Cuzamá
31016,31,Yucatán,Chacsinkín
31017,31,Yucatán,Chankom
31018,31,Yucatán,Chapab
31019,31,Yucatán,Chemax
31020,31,Yucatán,Chicxulub Pueblo
31021,31,Yucatán,Chichimilá
31022,31,Yucatán,Chikindzonot
31023,31,Yucatán,Chocholá
31024,31,Yucatán,Chumayel
31025,31,Yucatán,Dzán
31026,31,Yucatán,Dzemul
31027,31,Yucatán,Dzidzantún
31028,31,Yucatán,Dzilam de Bravo
31029,31,Yucatán,Dzilam González
31030,31,Yucatán,Dzitás
31031,31,Yucatán,Dzoncauich
31032,31,Yucatán,Espita
31033,31,Yucatán,Halachó
31034,31,Yucatán,Hocabá
31035,31,Yucatán,Hoctún
31036,31,Yucatán,Homún
31037,31,Yucatán,Huhí
31038,31,Yucatán,Hunucmá
31039,31,Yucatán,Ixil
31040,31,Yucatán,Izamal
31041,31,Yucatán,Kanasín
31042,31,Yucatán,Kantunil
31043,31,Yucatán,Kaua
31044,31,Yucatán,Kinchil
31045,31,Yucatán,Kopomá
31046,31,Yucatán,Mama
31047,31,Yucatán,Maní
31048,31,Yucatán,Maxcanú
31049,31,Yucatán,Mayapán
31050,31,Yucatán,Mérida
31051,31,Yucatán,Mocochá
31052,31,Yucatán,Motul
31053,31,Yucatán,Muna
31054,31,Yucatán,Muxupip
31055,31,Yucatán,Opichén
31056,31,Yucatán,Oxkutzcab
31057,31,Yucatán,Panabá
31058,31,Yucatán,Peto
31059,31,Yucatán,Progreso
31060,31,Yucatán,Quintana Roo
31061,31,Yucatán,Río Lagartos
31062,31,Yucatán,Sacalum
31063,31,Yucatán,Samahil
31064,31,Yucatán,Sanahcat
31065,31,Yucatán,San Felipe
31066,31,Yucatán,Santa Elena
31067,31,Yucatán,Seyé
31068,31,Yucatán,Sinanché
31069,31,Yucatán,Sotuta
31070,31,Yucatán,Sucilá
31071,31,Yucatán,Sudzal
31072,31,Yucatán,Suma
31073,31,Yucatán,Tahdziú
31074,31,Yucatán,Tahmek
31075,31,Yucatán,Teabo
31076,31,Yucatán,Tecoh
31077,31,Yucatán,Tekal de Venegas
31078,31,Yucatán,Tekantó
31079,31,Yucatán,Tekax
31080,31,Yucatán,Tekit
31081,31,Yucatán,Tekom
31082,31,Yucatán,Telchac Pueblo
31083,31,Yucatán,Telchac Puerto
31084,31,Yucatán,Temax
31085,31,Yucatán,Temozón
31086,31,Yucatán,Tepakán
31087,31,Yucatán,Tetiz
31088,31,Yucatán,Teya
31089,31,Yucatán,Ticul
31090,31,Yucatán,Timucuy
31091,31,Yucatán,Tinum
31092,31,Yucatán,Tixcacalcupul
31093,31,Yucatán,Tixkokob
31094,31,Yucatán,Tixmehuac
31095,31,Yucatán,Tixpéhual
31096,31,Yucatán,Tizimín
31097,31,Yucatán,Tunkás
31098,31,Yucatán,Tzucacab
31099,31,Yucatán,Uayma
31100,31,Yucatán,Ucú
31101,31,Yucatán,Umán
31102,31,Yucatán,Valladolid
31103,31,Yucatán,Xocchel
31104,31,Yucatán,Yaxcabá
31105,31,Yucatán,Yaxkukul
31106,31,Yucatán,Yobaín
32001,32,Zacatecas,Apozol
32002,32,Zacatecas,Apulco
32003,32,Zacatecas,Atolinga
32004,32,Zacatecas,Benito Juárez
32005,32,Zacatecas,Calera
32006,32,Zacatecas,Cañitas de Felipe Pescador
32007,32,Zacatecas,Concepción del Oro
32008,32,Zacatecas,Cuauhtémoc
32009,32,Zacatecas,Chalchihuites
32010,32,Zacatecas,Fresnillo
32011,32,Zacatecas,Trinidad García de la Cadena
32012,32,Zacatecas,Genaro Codina
32013,32,Zacatecas,General Enrique Estrada
32014,32,Zacatecas,General Francisco R. Murguía
32015,32,Zacatecas,El Plateado de Joaquín Amaro
32016,32,Zacatecas,General Pánfilo Natera
32017,32,Zacatecas,Guadalupe
32018,32,Zacatecas,Huanusco
32019,32,Zacatecas,Jalpa
32020,32,Zacatecas,Jerez
32021,32,Zacatecas,Jiménez del Teul
32022,32,Zacatecas,Juan Aldama
32023,32,Zacatecas,Juchipila
32024,32,Zacatecas,Loreto
32025,32,Zacatecas,Luis Moya
32026,32,Zacatecas,Mazapil
32027,32,Zacatecas,Melchor Ocampo
32028,32,Zacatecas,Mezquital del Oro
32029,32,Zacatecas,Miguel Auza
32030,32,Zacatecas,Momax
32031,32,Zacatecas,Monte Escobedo
32032,32,Zacatecas,Morelos
32033,32,Zacatecas,Moyahua de Estrada
32034,32,Zacatecas,Nochistlán de Mejía
32035,32,Zacatecas,Noria de Ángeles
32036,32,Zacatecas,Ojocaliente
32037,32,Zacatecas,Pánuco
32038,32,Zacatecas,Pinos
32039,32,Zacatecas,Río Grande
32040,32,Zacatecas,Sain Alto
32041,32,Zacatecas,El Salvador
32042,32,Zacatecas,Sombrerete
32043,32,Zacatecas,Susticacán
32044,32,Zacatecas,Tabasco
32045,32,Zacatecas,Tepechitlán
32046,32,Zacatecas,Tepetongo
32047,32,Zacatecas,Teúl de González Ortega
32048,32,Zacatecas,Tlaltenango de Sánchez Román
32049,32,Zacatecas,Valparaíso
32050,32,Zacatecas,Vetagrande
32051,32,Zacatecas,Villa de Cos
32052,32,Zacatecas,Villa García
32053,32,Zacatecas,Villa González Ortega
32054,32,Zacatecas,Villa Hidalgo
32055,32,Zacatecas,Villanueva
32056,32,Zacatecas,Zacatecas
32057,32,Zacatecas,Trancoso
32058,32,Zacatecas,Santa María de la Paz
